Clapeyron Database File,,,
original UNIFAC 2.0 Unlike Parameters [csvtype = unlike,grouptype = originalUNIFAC],,
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,BR,-219.6507,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH=-C~|~C=-C,-177.0303,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,DMSO,35.628113,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACRY,-136.22649,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CL-(C=C),-113.758575,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,ACF,47.26519,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,DMF~|~HCON(..,-19.249935,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CF3~|~CF2~|~CF,-22.749231,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,COO,41.87338,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,SIH3~|~SIH2~|~SIH~|~SI,47.847626,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,SIH2O~|~SIHO~|~SIO,-22.776869,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,NMP,-37.34515,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-116.62121,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,C2H5O2~|~C2H4O2,13.140098,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH3S~|~CH2S~|~CHS,-72.970665,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,MORPH,-29.04586,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,C4H4S~|~C4H3S~|~C4H2S,-80.09521,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,NCO,-84.81174,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,CH2SuCH2~|~CH2SuCH,-46.39837,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,IMIDAZOL,-67.043594,10.1016/j.cej.2024.158667
CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,BTI,-151.1224,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3~|~CH2~|~CH~|~C,311.9783,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,277.72495,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACH~|~AC,133.25838,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACCH3~|~ACCH2~|~ACCH,229.27625,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,OH,156.03561,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3OH,114.9193,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,H2O,138.64453,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACOH,-369.1522,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3CO~|~CH2CO,3.4177182,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,HCO,0.66524494,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3COO~|~CH2COO,13.057228,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,HCOO,72.96337,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3O~|~CH2O~|~CHO~|~THF,-91.84157,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3NH2~|~CH2NH2~|~CHNH2,-42.12571,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3NH~|~CH2NH~|~CHNH,86.212585,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3N~|~CH2N,100.8271,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACNH2,131.43199,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,C5H5N~|~C5H4N~|~C5H3N,-53.46151,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3CN~|~CH2CN,93.047935,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,COOH~|~HCOOH,-55.361134,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH2CL~|~CHCL~|~CCL,69.950294,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH2CL2~|~CHCL2~|~CCL2,-8.380481,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CHCL3~|~CCL3,29.816477,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CCL4,200.11154,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACCL,371.24387,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3NO2~|~CH2NO2~|~CHNO2,-8.354278,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACNO2,87.17236,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CS2,587.0292,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3SH~|~CH2SH,98.977425,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,FURFURAL,-14.735861,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,DOH,79.04688,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,I,384.946,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,BR,115.139885,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH=-C~|~C=-C,46.732338,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,DMSO,15.885262,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACRY,65.13606,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CL-(C=C),109.222015,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,ACF,163.07509,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,DMF~|~HCON(..,-26.358063,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CF3~|~CF2~|~CF,55.485657,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,COO,113.156586,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,SIH3~|~SIH2~|~SIH~|~SI,28.643953,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,SIH2O~|~SIHO~|~SIO,-88.31448,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,NMP,22.36306,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,84.08932,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,164.55374,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH3S~|~CH2S~|~CHS,10.273142,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,MORPH,12.039169,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,C4H4S~|~C4H3S~|~C4H2S,97.25205,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,NCO,-9.88045,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,CH2SuCH2~|~CH2SuCH,61.84002,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,IMIDAZOL,-105.632355,10.1016/j.cej.2024.158667
C2H5O2~|~C2H4O2,BTI,-206.65985,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3~|~CH2~|~CH~|~C,180.72609,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,164.30276,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACH~|~AC,63.896973,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACCH3~|~ACCH2~|~ACCH,139.30208,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,OH,425.50235,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3OH,469.16528,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,H2O,541.20764,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACOH,641.2634,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3CO~|~CH2CO,186.38599,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,HCO,302.88367,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3COO~|~CH2COO,80.61162,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,HCOO,51.987118,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3O~|~CH2O~|~CHO~|~THF,77.00582,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3NH2~|~CH2NH2~|~CHNH2,100.16557,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3NH~|~CH2NH~|~CHNH,86.45306,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3N~|~CH2N,16.98705,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACNH2,335.20248,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,C5H5N~|~C5H4N~|~C5H3N,125.96595,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3CN~|~CH2CN,210.86884,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,COOH~|~HCOOH,256.5221,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH2CL~|~CHCL~|~CCL,126.370056,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH2CL2~|~CHCL2~|~CCL2,107.369415,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CHCL3~|~CCL3,83.86405,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CCL4,129.27145,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACCL,219.54416,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3NO2~|~CH2NO2~|~CHNO2,135.37804,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACNO2,223.32681,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CS2,352.92938,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH3SH~|~CH2SH,15.531891,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,FURFURAL,86.656296,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,DOH,311.90387,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,I,245.77376,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,BR,195.49756,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH=-C~|~C=-C,102.4463,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,DMSO,41.098427,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACRY,176.26419,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CL-(C=C),64.41153,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,ACF,101.99838,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,DMF~|~HCON(..,-66.618805,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CF3~|~CF2~|~CF,67.45082,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,COO,280.68283,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,SIH3~|~SIH2~|~SIH~|~SI,-96.30344,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,SIH2O~|~SIHO~|~SIO,-20.624699,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,NMP,17.965658,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,142.43423,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,193.19699,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,C2H5O2~|~C2H4O2,75.713,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,MORPH,39.56151,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,C4H4S~|~C4H3S~|~C4H2S,82.86705,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,NCO,124.93728,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,CH2SuCH2~|~CH2SuCH,230.75555,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,IMIDAZOL,67.24627,10.1016/j.cej.2024.158667
CH3S~|~CH2S~|~CHS,BTI,151.41464,10.1016/j.cej.2024.158667
MORPH,CH3~|~CH2~|~CH~|~C,95.06581,10.1016/j.cej.2024.158667
MORPH,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,80.82591,10.1016/j.cej.2024.158667
MORPH,ACH~|~AC,28.514343,10.1016/j.cej.2024.158667
MORPH,ACCH3~|~ACCH2~|~ACCH,40.53897,10.1016/j.cej.2024.158667
MORPH,OH,-32.891792,10.1016/j.cej.2024.158667
MORPH,CH3OH,-75.90426,10.1016/j.cej.2024.158667
MORPH,H2O,-160.66933,10.1016/j.cej.2024.158667
MORPH,ACOH,-225.5858,10.1016/j.cej.2024.158667
MORPH,CH3CO~|~CH2CO,4.230956,10.1016/j.cej.2024.158667
MORPH,HCO,17.10686,10.1016/j.cej.2024.158667
MORPH,CH3COO~|~CH2COO,38.17103,10.1016/j.cej.2024.158667
MORPH,HCOO,44.46389,10.1016/j.cej.2024.158667
MORPH,CH3O~|~CH2O~|~CHO~|~THF,-61.98174,10.1016/j.cej.2024.158667
MORPH,CH3NH2~|~CH2NH2~|~CHNH2,-7.175689,10.1016/j.cej.2024.158667
MORPH,CH3NH~|~CH2NH~|~CHNH,22.935656,10.1016/j.cej.2024.158667
MORPH,CH3N~|~CH2N,77.331635,10.1016/j.cej.2024.158667
MORPH,ACNH2,-27.315403,10.1016/j.cej.2024.158667
MORPH,C5H5N~|~C5H4N~|~C5H3N,-20.670105,10.1016/j.cej.2024.158667
MORPH,CH3CN~|~CH2CN,55.577847,10.1016/j.cej.2024.158667
MORPH,COOH~|~HCOOH,-227.90646,10.1016/j.cej.2024.158667
MORPH,CH2CL~|~CHCL~|~CCL,61.34642,10.1016/j.cej.2024.158667
MORPH,CH2CL2~|~CHCL2~|~CCL2,48.06879,10.1016/j.cej.2024.158667
MORPH,CHCL3~|~CCL3,34.6044,10.1016/j.cej.2024.158667
MORPH,CCL4,36.57433,10.1016/j.cej.2024.158667
MORPH,ACCL,72.84506,10.1016/j.cej.2024.158667
MORPH,CH3NO2~|~CH2NO2~|~CHNO2,2.306392,10.1016/j.cej.2024.158667
MORPH,ACNO2,-53.08471,10.1016/j.cej.2024.158667
MORPH,CS2,128.80869,10.1016/j.cej.2024.158667
MORPH,CH3SH~|~CH2SH,11.298105,10.1016/j.cej.2024.158667
MORPH,FURFURAL,-23.315449,10.1016/j.cej.2024.158667
MORPH,DOH,-1.9280432,10.1016/j.cej.2024.158667
MORPH,I,81.52228,10.1016/j.cej.2024.158667
MORPH,BR,54.996857,10.1016/j.cej.2024.158667
MORPH,CH=-C~|~C=-C,14.362451,10.1016/j.cej.2024.158667
MORPH,DMSO,-46.216293,10.1016/j.cej.2024.158667
MORPH,ACRY,29.033493,10.1016/j.cej.2024.158667
MORPH,CL-(C=C),98.74595,10.1016/j.cej.2024.158667
MORPH,ACF,38.08393,10.1016/j.cej.2024.158667
MORPH,DMF~|~HCON(..,-42.709785,10.1016/j.cej.2024.158667
MORPH,CF3~|~CF2~|~CF,80.48828,10.1016/j.cej.2024.158667
MORPH,COO,72.57425,10.1016/j.cej.2024.158667
MORPH,SIH3~|~SIH2~|~SIH~|~SI,28.366356,10.1016/j.cej.2024.158667
MORPH,SIH2O~|~SIHO~|~SIO,-16.721098,10.1016/j.cej.2024.158667
MORPH,NMP,-76.832436,10.1016/j.cej.2024.158667
MORPH,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,-33.69894,10.1016/j.cej.2024.158667
MORPH,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,-4.609544,10.1016/j.cej.2024.158667
MORPH,C2H5O2~|~C2H4O2,-115.78584,10.1016/j.cej.2024.158667
MORPH,CH3S~|~CH2S~|~CHS,-79.20966,10.1016/j.cej.2024.158667
MORPH,C4H4S~|~C4H3S~|~C4H2S,3.946563,10.1016/j.cej.2024.158667
MORPH,NCO,-17.854822,10.1016/j.cej.2024.158667
MORPH,CH2SuCH2~|~CH2SuCH,-30.519539,10.1016/j.cej.2024.158667
MORPH,IMIDAZOL,-40.10662,10.1016/j.cej.2024.158667
MORPH,BTI,38.216255,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3~|~CH2~|~CH~|~C,-7.0205445,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,-24.378233,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACH~|~AC,-13.861202,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACCH3~|~ACCH2~|~ACCH,-8.793032,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,OH,464.7846,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3OH,490.01218,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,H2O,638.351,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACOH,904.3629,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3CO~|~CH2CO,162.39719,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,HCO,210.04785,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3COO~|~CH2COO,99.143486,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,HCOO,175.26727,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3O~|~CH2O~|~CHO~|~THF,5.9688134,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3NH2~|~CH2NH2~|~CHNH2,133.09749,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3NH~|~CH2NH~|~CHNH,-12.452397,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3N~|~CH2N,109.04051,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACNH2,493.36536,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,C5H5N~|~C5H4N~|~C5H3N,155.9016,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3CN~|~CH2CN,252.02888,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,COOH~|~HCOOH,304.73355,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH2CL~|~CHCL~|~CCL,75.792076,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH2CL2~|~CHCL2~|~CCL2,57.25639,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CHCL3~|~CCL3,24.072134,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CCL4,-10.77774,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACCL,37.638786,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3NO2~|~CH2NO2~|~CHNO2,227.99185,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACNO2,203.11096,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CS2,62.830963,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3SH~|~CH2SH,35.991924,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,FURFURAL,93.19581,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,DOH,430.935,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,I,145.43834,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,BR,195.72583,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH=-C~|~C=-C,45.62905,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,DMSO,55.40103,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACRY,114.22122,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CL-(C=C),21.198322,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,ACF,45.431885,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,DMF~|~HCON(..,47.58262,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CF3~|~CF2~|~CF,105.25127,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,COO,350.13596,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,SIH3~|~SIH2~|~SIH~|~SI,-154.56123,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,SIH2O~|~SIHO~|~SIO,53.53518,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,NMP,21.02131,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CCL3F~|~CCL2F~|~HCCL2F~|~HCCLF~|~CCLF2~|~HCCLF2~|~CCLF3~|~CCL2F2,19.440386,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CONH2~|~CONHCH3~|~CONHCH2~|~CON(CH3)2~|~CONCH3CH2~|~CON(CH2)2,293.76813,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,C2H5O2~|~C2H4O2,136.057,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH3S~|~CH2S~|~CHS,-13.626192,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,MORPH,-6.5561438,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,NCO,191.76492,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,CH2SuCH2~|~CH2SuCH,294.6238,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,IMIDAZOL,134.86234,10.1016/j.cej.2024.158667
C4H4S~|~C4H3S~|~C4H2S,BTI,319.14026,10.1016/j.cej.2024.158667
NCO,CH3~|~CH2~|~CH~|~C,50.932583,10.1016/j.cej.2024.158667
NCO,CH2=CH~|~CH=CH~|~CH2=C~|~CH=C~|~C=C,48.87752,10.1016/j.cej.2024.158667
NCO,ACH~|~AC,31.893288,10.1016/j.cej.2024.158667
NCO,ACCH3~|~ACCH2~|~ACCH,56.930622,10.1016/j.cej.2024.158667
NCO,OH,-177.59756,10.1016/j.cej.2024.158667
NCO,CH3OH,-165.37784,10.1016/j.cej.2024.158667
NCO,H2O,-223.92099,10.1016/j.cej.2024.158667
NCO,ACOH,-404.3377,10.1016/j.cej.2024.158667
NCO,CH3CO~|~CH2CO,-102.91999,10.1016/j.cej.2024.158667
NCO,HCO,-105.55466,10.1016/j.cej.2024.158667
NCO,CH3COO~|~CH2COO,-82.11514,10.1016/j.cej.2024.158667
NCO,HCOO,-130.42601,10.1016/j.cej.2024.158667
NCO,CH3O~|~CH2O~|~CHO~|~THF,-32.328712,10.1016/j.cej.2024.158667
NCO,CH3NH2~|~CH2NH2~|~CHNH2,-69.99895,10.1016/j.cej.2024.158667
NCO,CH3NH~|~CH2NH~|~CHNH,-10.440005,10.1016/j.cej.2024.158667
NCO,CH3N~|~CH2N,-80.14332,10.1016/j.cej.2024.158667
NCO,ACNH2,-220.08578,10.1016/j.cej.2024.158667
NCO,C5H5N~|~C5H4N~|~C5H3N,-78.78171,10.1016/j.cej.2024.158667
NCO,CH3CN~|~CH2CN,-138.23157,10.1016/j.cej.2024.158667
NCO,COOH~|~HCOOH,-49.217575,10.1016/j.cej.2024.158667
NCO,CH2CL~|~CHCL~|~CCL,-39.224716,10.1016/j.cej.2024.158667
NCO,CH2CL2~|~CHCL2~|~CCL2,-43.159405,10.1016/j.cej.2024.158667
NCO,CHCL3~|~CCL3,2.348061,10.1016/j.cej.2024.158667
NCO,CCL4,48.395065,10.1016/j.cej.2024.158667
NCO,ACCL,64.62468,10.1016/j.cej.2024.158667
NCO,CH3NO2~|~CH2NO2~|~CHNO2,-126.08185,10.1016/j.cej.2024.158667
NCO,ACNO2,-72.73213,10.1016/j.cej.2024.158667
NCO,CS2,91.28655,10.1016/j.cej.2024.158667
NCO,CH3SH~|~CH2SH,-0.22959477,10.1016/j.cej.2024.158667
NCO,FURFURAL,-54.229156,10.1016/j.cej.2024.158667
NCO,DOH,-191.49341,10.1016/j.cej.2024.158667
NCO,I,-14.97223,10.1016/j.cej.2024.158667
NCO,BR,-89.19081,10.1016/j.cej.2024.158667
NCO,CH=-C~|~C=-C,-38.002678,10.1016/j.cej.2024.158667
NCO,DMSO,-27.165638,10.1016/j.cej.2024.158667
NCO,ACRY,-48.87776,10.1016/j.cej.2024.158667
NCO,CL-(C=C),1.2080444,10.1016/j.cej.2024.158667
NCO,ACF,13.432192,10.1016/j.cej.2024.158667
