Clapeyron Database File
PCPSAFT Like Parameters; Esper et al. (2023) [csvtype = like]
species,Mw,segment,sigma,epsilon,dipole,n_a,n_b,source,type,bounds_violation
"acetic acid, furfuryl ester",140.047,4.5227,3.35553,262.35672,0.0,3,0,,NONPOLAR,OK
p-chlorobenzotrifluoride~|~1-chloro-4-(trifluoromethyl)benzene~|~1-chloro-4-(trifluoromethyl)-benzene,179.995,3.66254,3.67718,260.99311,1.58,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
d-.alpha.-pinene,136.125,3.11578,4.115,293.49292,0.0,0,0,,NONPOLAR,OK
l-.alpha.-pinene,136.125,3.23289,4.07515,287.47704,0.0,0,0,,NONPOLAR,OK
"2,3-dichlorobutane",126.0,2.94526,3.72785,282.71327,0.0,0,0,,NONPOLAR,OK
"1-ethyl-2,4,5-trimethylbenzene~|~1,2,4-trimethyl-5-ethylbenzene",148.125,4.34919,3.77356,278.84524,0.0,0,0,,NONPOLAR,OK
"2-chloro-1-ethoxy-1,1,2-trifluoroethane~|~2-chloro-1,1,2-trifluoroethylethyl ether",162.006,4.13159,3.3972,215.27423,0.0,1,0,,NONPOLAR,OK
"1-(2-chloro-1,1,2-trifluoroethoxy)propane~|~2-chloro-1,1,2-trifluoroethylpropyl ether",176.022,4.26222,3.5261,222.45664,0.0,1,0,,NONPOLAR,OK
"2-chloro-1,1,2-trifluoroethylchloromethyl ether~|~chloromethyl 2-chloro-1,1,2-trifluoroethyl ether",181.951,4.26827,3.31308,227.29125,0.0,1,0,,NONPOLAR,OK
"cis,anti,cis-tricyclo[3.1.0.0 2,4]hexane",80.063,1.93836,3.99922,320.54326,0.0,0,0,,NONPOLAR,OK
pentylcyclohexane~|~n-pentylcyclohexane,154.172,4.06101,4.02502,280.19763,0.0,0,0,,NONPOLAR,OK
nonylcyclohexane~|~n-nonylcyclohexane,210.235,5.78398,3.96491,269.56951,0.0,0,0,,NONPOLAR,OK
"3-ethylpseudocumene~|~1,2,4-trimethyl-3-ethylbenzene~|~benzene, 2-ethyl-1,3,4-trimethyl-",148.125,4.91672,3.58961,261.25797,0.0,0,0,,NONPOLAR,OK
"r236fa~|~1,1,1,3,3,3-hexafluoropropane",152.006,3.63863,3.23096,169.44952,1.98,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
triethyl gallium,156.043,3.72266,3.75578,261.81455,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylheptane",128.157,3.81174,3.94908,250.6705,0.0,0,0,,NONPOLAR,OK
"perfluoro-n-butyl-n-methyl-1-butanamine~|~1-butanamine, 1,1,2,2,3,3,4,4,4-nonafluoro-n-(nonafluorobutyl)-n- (trifluoromethyl)-",520.97,6.24075,3.82358,187.62309,0.0,1,0,,NONPOLAR,OK
"perfluoro-n,n-bis-propyl-1-propanamine~|~1,1,2,2,3,3,3-heptafluoro-n,n-bis(heptafluoropropyl)-1-propanamine",520.97,6.20798,3.82976,185.60985,0.0,1,0,,NONPOLAR,OK
"1,5-pentanediamine~|~1,5-diaminopentane",102.116,3.53263,3.4551,111.12223,0.0,2,2,,ASSOCIATIVE,OK
sec-butyl acrylate~|~2-propenoicacid-1-methylpropylester,128.084,2.67638,4.17861,310.42335,0.0,2,0,,NONPOLAR,OK
isobutyric anhydride~|~2-methyl-propionic anhydride,158.094,4.6442,3.6466,253.47293,0.0,3,0,,NONPOLAR,OK
lactonitrile~|~2-hydroxy propionitrile,71.037,1.08926,4.44925,211.0049,0.0,2,1,,ASSOCIATIVE,epsilon_k_ab: higher
"trans-1,2-dimethylcyclopentane~|~1,trans-2-dimethylcyclopentane",98.11,2.84427,3.91974,264.31241,0.0,0,0,,NONPOLAR,OK
icosamethylnonasiloxane~|~eicosamethylnonasiloxane,680.221,15.94476,3.9243,182.30841,0.0,8,0,,NONPOLAR,OK
"1,3-dimethyladamantane~|~1,3-dimethyltricyclo[3.3.1.1(3,7)]decane",164.157,3.02567,4.38288,328.54846,0.0,0,0,,NONPOLAR,OK
phthaloyl chloride,201.959,3.43154,3.94469,363.88343,0.0,2,0,,NONPOLAR,OK
cis-2-decene~|~trans-2-decene,140.157,4.37143,3.86282,253.04598,0.0,0,0,,NONPOLAR,OK
cis-2-decene~|~trans-2-decene,140.157,4.51488,3.81778,248.50777,0.0,0,0,,NONPOLAR,OK
pentaethylbenzene,218.203,5.01572,4.09349,288.23804,0.0,0,0,,NONPOLAR,OK
1-piperazineethanamine~|~n-(2-aminoethyl)piperazine~|~n-(.beta.-aminoethyl)piperazine),129.127,2.215,4.5,406.06335,0.0,3,2,,ASSOCIATIVE,sigma: higher
2-hexyne,82.078,3.39085,3.49637,238.34781,0.0,0,0,,NONPOLAR,OK
4-methyldecane,156.188,4.70706,3.92595,249.4918,0.0,0,0,,NONPOLAR,OK
"r236ea~|~1,1,1,2,3,3-hexafluoropropane",152.006,3.64005,3.21838,177.56548,1.17,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"r143~|~1,1,2-trifluoroethane",84.019,3.27978,2.9028,191.06376,1.58,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
disilane,62.001,1.56359,3.97081,273.14834,0.0,0,0,,NONPOLAR,OK
trisilane,91.993,2.45181,4.03147,256.38088,0.0,0,0,,NONPOLAR,OK
3-thiaundecane~|~ethyl octyl sulfide~|~1-(ethylthio)-octane~|~ethyl n-octyl sulfide,174.144,4.834,3.9091,271.75181,0.0,1,0,,NONPOLAR,OK
1-cis-2-trans-4-trimethylcyclopentane,112.125,2.93534,4.05617,275.52874,0.0,0,0,,NONPOLAR,OK
isobutylcyclohexane~|~iso-butylcyclohexane~|~2-methylpropylcyclohexane~|~(2-methylpropyl)-cyclohexane,140.157,3.70494,4.01862,274.48446,0.0,0,0,,NONPOLAR,OK
2-methylundecane,170.203,4.81946,4.01748,257.96331,0.0,0,0,,NONPOLAR,OK
2-methyldodecane,184.219,5.383,3.96526,253.72926,0.0,0,0,,NONPOLAR,OK
2-methyltridecane,198.235,5.74411,3.97091,254.45835,0.0,0,0,,NONPOLAR,OK
2-methylpentadecane,226.266,6.38597,3.99475,257.19315,0.0,0,0,,NONPOLAR,OK
2-methylhexadecane,240.282,6.9092,3.96715,253.9506,0.0,0,0,,NONPOLAR,OK
2-methyloctadecane,268.313,7.73766,3.95566,252.55501,0.0,0,0,,NONPOLAR,OK
2-methyleicosane,296.344,8.35167,3.981,254.67181,0.0,0,0,,NONPOLAR,OK
3-methyldecane,156.188,4.1835,4.09797,266.95381,0.0,0,0,,NONPOLAR,OK
3-methylundecane,170.203,4.59616,4.07712,265.03999,0.0,0,0,,NONPOLAR,OK
3-methyldodecane,184.219,5.09082,4.03664,261.16021,0.0,0,0,,NONPOLAR,OK
3-methyltridecane,198.235,5.51058,4.02287,260.30624,0.0,0,0,,NONPOLAR,OK
3-methylpentadecane,226.266,6.28891,4.01586,259.59388,0.0,0,0,,NONPOLAR,OK
3-methylhexadecane,240.282,7.10913,3.92049,250.63762,0.0,0,0,,NONPOLAR,OK
3-methylheptadecane,254.297,7.45077,3.93233,252.09369,0.0,0,0,,NONPOLAR,OK
3-methyleicosane,296.344,9.64491,3.77833,240.81636,0.0,0,0,,NONPOLAR,OK
3-methylheneicosane,310.36,9.17236,3.90739,249.07771,0.0,0,0,,NONPOLAR,OK
4-methylundecane,170.203,5.83049,3.74242,235.02865,0.0,0,0,,NONPOLAR,OK
4-methyldodecane,184.219,5.37898,3.95711,253.2865,0.0,0,0,,NONPOLAR,OK
4-methyltridecane,198.235,5.53,4.01651,258.37183,0.0,0,0,,NONPOLAR,OK
4-methyltetradecane,212.25,5.53274,4.11005,265.64443,0.0,0,0,,NONPOLAR,OK
4-methylpentadecane,226.266,6.32064,4.00597,256.98956,0.0,0,0,,NONPOLAR,OK
4-methylhexadecane,240.282,5.41139,4.31962,282.2964,0.0,0,0,,NONPOLAR,OK
4-methylheptadecane,254.297,5.36223,4.41708,288.96074,0.0,0,0,,NONPOLAR,OK
4-methyloctadecane,268.313,6.30226,4.2476,275.41388,0.0,0,0,,NONPOLAR,OK
4-methylnonadecane,282.329,7.44756,4.073,261.94961,0.0,0,0,,NONPOLAR,OK
4-methyleicosane,296.344,7.85485,4.0648,260.8299,0.0,0,0,,NONPOLAR,OK
4-methylheneicosane,310.36,7.7279,4.15132,266.52255,0.0,0,0,,NONPOLAR,OK
4-methyldocosane,324.376,9.24895,3.95643,252.43422,0.0,0,0,,NONPOLAR,OK
5-methyldecane,156.188,4.30195,4.05521,260.66453,0.0,0,0,,NONPOLAR,OK
5-methylundecane,170.203,5.23401,3.89,246.68655,0.0,0,0,,NONPOLAR,OK
5-methyldodecane,184.219,4.89267,4.09248,263.74322,0.0,0,0,,NONPOLAR,OK
5-methyltridecane,198.235,5.56051,4.00812,256.99562,0.0,0,0,,NONPOLAR,OK
5-methyltetradecane,212.25,5.84363,4.02882,258.55325,0.0,0,0,,NONPOLAR,OK
5-methylpentadecane,226.266,6.88908,3.88269,245.99898,0.0,0,0,,NONPOLAR,OK
5-methylhexadecane,240.282,5.98105,4.16851,269.29863,0.0,0,0,,NONPOLAR,OK
5-methylheptadecane,254.297,5.92793,4.26315,276.56135,0.0,0,0,,NONPOLAR,OK
5-methyloctadecane,268.313,6.36898,4.23289,274.12516,0.0,0,0,,NONPOLAR,OK
5-methylnonadecane,282.329,7.77179,4.0131,257.50315,0.0,0,0,,NONPOLAR,OK
5-methyleicosane,296.344,8.39054,3.97055,254.0777,0.0,0,0,,NONPOLAR,OK
5-methylheneicosane,310.36,8.82608,3.9618,253.10523,0.0,0,0,,NONPOLAR,OK
5-methyldocosane,324.376,9.01707,3.99215,254.83602,0.0,0,0,,NONPOLAR,OK
5-methyltricosane,338.391,10.04695,3.89711,248.19868,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylnonane",156.188,4.01644,4.1442,270.37498,0.0,0,0,,NONPOLAR,OK
"2,3-dimethyldecane",170.203,4.61803,4.05824,262.03675,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylundecane",184.219,4.88341,4.08206,264.31308,0.0,0,0,,NONPOLAR,OK
"2,3-dimethyldodecane",198.235,5.30002,4.06949,263.54957,0.0,0,0,,NONPOLAR,OK
"2,3-dimethyltridecane",212.25,5.56484,4.09433,265.68219,0.0,0,0,,NONPOLAR,OK
"2,3-dimethyltetradecane",226.266,5.79506,4.12539,268.25811,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylpentadecane",240.282,6.05057,4.14579,269.51654,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylhexadecane",254.297,6.39318,4.14452,268.71914,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylheptadecane",268.313,6.57061,4.18054,271.46348,0.0,0,0,,NONPOLAR,OK
"2,3-dimethyloctadecane",282.329,6.63374,4.24123,275.99108,0.0,0,0,,NONPOLAR,OK
"2,3-dimethylnonadecane",296.344,6.66002,4.30639,280.82206,0.0,0,0,,NONPOLAR,OK
"2,4-dimethylnonane",156.188,5.0097,3.8338,237.31989,0.0,0,0,,NONPOLAR,OK
"2,4-dimethyldecane",170.203,4.70938,4.03618,254.47587,0.0,0,0,,NONPOLAR,OK
"2,4-dimethylundecane",184.219,5.67293,3.87685,241.47393,0.0,0,0,,NONPOLAR,OK
"2,4-dimethyldodecane",198.235,5.68591,3.9726,249.75954,0.0,0,0,,NONPOLAR,OK
"2,4-dimethyltridecane",212.25,6.75634,3.81942,236.85279,0.0,0,0,,NONPOLAR,OK
"2,4-dimethyltetradecane~|~tetradecane, 2,4-dimethyl-",226.266,6.90581,3.87092,239.81844,0.0,0,0,,NONPOLAR,OK
"2,4-dimethylpentadecane",240.282,8.87592,3.60871,220.51253,0.0,0,0,,NONPOLAR,OK
"2,4-dimethylhexadecane",254.297,9.85593,3.5461,217.7381,0.0,0,0,,NONPOLAR,OK
"2,4-dimethylheptadecane",268.313,10.00525,3.59198,220.71919,0.0,0,0,,NONPOLAR,OK
"2,4-dimethyloctadecane",282.329,11.88222,3.43628,210.48195,0.0,0,0,,NONPOLAR,OK
"2,4-dimethylnonadecane",296.344,12.19959,3.46156,212.06877,0.0,0,0,,NONPOLAR,OK
"2,4-dimethyleicosane",310.36,11.79236,3.5593,217.51348,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethyloctane",156.188,4.7027,3.90943,238.88753,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethylnonane",170.203,4.84062,3.98179,244.12431,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethyldecane",184.219,4.89146,4.0747,251.58447,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethylundecane",198.235,6.27627,3.81733,229.94787,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethyldodecane",212.25,6.65371,3.82764,231.54823,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethyltridecane",226.266,7.50338,3.74566,225.16071,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethyltetradecane",240.282,9.2682,3.54405,211.93319,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethylpentadecane",254.297,8.50162,3.72854,224.77463,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethylhexadecane",268.313,8.94454,3.73341,227.39873,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethylheptadecane",282.329,10.51738,3.58534,217.93139,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethyloctadecane",296.344,10.75817,3.61766,220.53992,0.0,0,0,,NONPOLAR,OK
"2,4,6-trimethylnonadecane",310.36,11.37815,3.60381,220.06921,0.0,0,0,,NONPOLAR,OK
"2,6,6-trimethylbicyclo[3.1.1]heptane",138.141,3.47152,3.9902,284.53871,0.0,0,0,,NONPOLAR,OK
"1,3,5-trimethyladamantane~|~1,3,5-trimethyl-tricyclo[3.3.1.1(3,7)]decane",178.172,3.69849,4.22674,296.24774,0.0,0,0,,NONPOLAR,OK
"1h,1h,11h-eicosafluoro-1-undecanol~|~1,1,11-trihydroperfluoro-1-undecanol",531.994,6.5728,3.90905,226.28682,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
acetic acid 3-acetoxy-2-hydroxypropyl ester,176.068,2.34395,4.5,280.70672,0.0,5,1,,ASSOCIATIVE,"sigma: higher, epsilon_k_ab: higher"
iodine fluoride~|~iodine pentafluoride,221.896,4.47908,2.71264,224.82944,0.0,0,0,,NONPOLAR,OK
azidooctane,155.142,5.27651,3.58766,243.84868,0.0,1,0,,NONPOLAR,OK
dimethyldimethoxysilane,120.061,3.69521,3.62922,221.1442,1.31,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"phthalan~|~1,3-dihydroisobenzofuran~|~2,5-dihydrobenzo-3,4-furan",120.058,3.43276,3.5659,314.19826,0.0,1,0,,NONPOLAR,OK
"r356mmz~|~1,1,1,3,3,3-hexafluoro-2-methoxypropane~|~2-methoxy-1,1,1,3,3,3-hexafluoropropane",182.017,4.38722,3.30307,185.45412,0.0,1,0,,NONPOLAR,OK
n-methylimidazole,82.053,2.89794,3.40116,363.10222,0.0,2,0,,NONPOLAR,OK
"(-)-beta-pinene~|~(1s,5s)-6,6-dimethyl-2-methylenebicyclo[3.1.1]heptane",136.125,3.26959,4.04708,292.21145,0.0,0,0,,NONPOLAR,OK
"2,4-pentanediol~|~(+-)-2,4-pentanediol",104.084,1.8397,4.5,358.83694,0.0,2,2,,ASSOCIATIVE,sigma: higher
"tricyclo[5.2.1.0(2,6)]decane",136.125,3.72024,3.78104,287.94753,0.0,0,0,,NONPOLAR,OK
2-(ethylamino)ethanol~|~mono-ethyl-ethanolamine,89.084,1.65728,4.5,390.84346,0.0,2,2,,ASSOCIATIVE,sigma: higher
pentafluoroethylmethylether~|~methyl perfluoroethyl ether~|~methyl pentafluoroethyl ether,150.01,3.4592,3.37846,181.02752,0.0,1,0,,NONPOLAR,OK
"re347mcc~|~hfe347mcc~|~heptafluoro-1-methoxypropane~|~heptafluoropropyl methyl ether~|~1,1,1,2,2,3,3-heptafluoro-3-methoxypropane",200.007,3.83547,3.52157,186.33573,0.0,1,0,,NONPOLAR,OK
"r245ca~|~1,1,2,2,3-pentafluoropropane",134.015,3.58945,3.17112,191.93072,1.74,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"r338ccb~|~1,1,1,2,2,3,3,4-octafluorobutane",202.003,4.08907,3.35655,177.45231,0.0,0,0,,NONPOLAR,OK
diethylaminoborondichloride,153.028,3.02409,4.03411,293.66741,0.0,1,0,,NONPOLAR,OK
n-tetrasilane,121.986,3.21729,3.97909,254.40912,0.0,0,0,,NONPOLAR,OK
cis-3-methylcyclohexanol,114.104,3.4665,3.6382,210.29606,0.0,1,1,,ASSOCIATIVE,OK
trans-3-methylcyclohexanol,114.104,2.02541,4.5,382.535,0.0,1,1,,ASSOCIATIVE,"sigma: higher, kappa_ab: lower"
methyl docosanoate~|~docosanoic acid methyl ester,354.35,11.73965,3.65715,240.15055,0.0,2,0,,NONPOLAR,OK
"methyl tetracosanoate~|~tetracosanoic acid, methyl ester",382.381,23.32288,2.92015,186.45747,0.0,2,0,,NONPOLAR,OK
dicyclohexyl sulfide,198.144,4.22194,4.11056,323.15938,0.0,1,0,,NONPOLAR,OK
"1,1-diphenylheptane",252.188,7.41801,3.69684,263.6466,0.0,0,0,,NONPOLAR,OK
cis-4-methylcyclohexanol,114.104,5.16779,3.21534,238.41262,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
isopropyl myristate~|~isopropylbutadecanoate~|~1-methylethyl tetradecanoate~|~tetradecanoic acid isopropyl ester,270.256,6.38087,4.13185,275.85202,0.0,2,0,,NONPOLAR,OK
"1,7-dibromoheptane",255.946,5.76383,3.43526,267.6361,0.0,0,0,,NONPOLAR,OK
"(phenoxymethyl)oxirane~|~2-phenoxymethyloxirane~|~(phenoxymethyl)-oxirane~|~1,2-epoxy-3-phenoxypropane",150.068,5.54909,3.24766,270.07146,0.0,2,0,,NONPOLAR,OK
"n,n'-bis(2-hydroxyethyl)ethylenediamine",148.121,4.38495,3.65422,316.92695,0.0,4,4,,ASSOCIATIVE,OK
"r365mfc~|~1,1,1,3,3-pentafluorobutane",148.031,4.03959,3.25784,189.37775,0.0,0,0,,NONPOLAR,OK
"r245fa~|~1,1,1,3,3-pentafluoropropane",134.015,3.73837,3.13295,181.33833,1.56,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2-methoxy-2,4,4-trimethylpentane~|~methyl 1,1,3,3-tetramethylbutyl ether",144.151,4.44174,3.76602,233.62925,0.0,1,0,,NONPOLAR,OK
"1,1,1,4,4,5,5-heptafluoro-3-oxa-pentane~|~2,2,2-trifluoroethyl 1,1,2,2-tetrafluoroethyl ether",200.007,4.75824,3.23666,181.01353,0.0,1,0,,NONPOLAR,OK
"2,4-dichlorotoluene~|~2,4-dichloro-1-methylbenzene",159.985,3.36682,3.77313,317.46767,1.95,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
"2,5,8,11,14,17-hexaoxaoctadecane~|~pentaethylene glycol dimethyl ether",266.173,4.49672,4.39623,342.24329,0.0,6,0,,NONPOLAR,OK
n-nonyl acetate~|~aceticacidnonylester,186.162,6.75835,3.49172,228.39092,0.0,2,0,,NONPOLAR,OK
perfluoro-4-methyl-2-pentene~|~perfluoro-2-methyl-3-pentene,299.981,4.85514,3.53899,169.2563,0.0,0,0,,NONPOLAR,OK
"1-ethyltricyclo(3.3.1.1(3,7))decane",164.157,3.53707,4.11573,314.71987,0.0,0,0,,NONPOLAR,OK
"2-methyl-6-methylene-2,7-octadiene~|~7-methyl-3-methylene-1,6-octadiene",136.125,4.24638,3.80054,256.83703,0.0,0,0,,NONPOLAR,OK
"1,2-dihydronaphthalene",130.078,3.03295,3.9464,344.91204,0.0,0,0,,NONPOLAR,OK
"exo-tetrahydrodicyclopentadiene~|~exo-tricyclo[5.2.1.0(2,6)]decane",136.125,3.14563,4.06407,314.30869,0.0,0,0,,NONPOLAR,OK
"1,2,4-benzenetricarboxylic anhydride",192.006,2.16266,4.5,379.38625,0.0,4,1,,ASSOCIATIVE,"sigma: higher, epsilon_k_ab: higher"
ethyl-morpholine~|~n-ethylmorpholine~|~4-ethylmorpholine~|~n-ethyl-morpholine,115.1,3.28524,3.74346,278.33547,1.45,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
3-methyl-1-hexene,98.11,2.84142,4.01501,256.744,0.0,0,0,,NONPOLAR,OK
beta-phellandrene~|~3-methylene-6-(1-methylethyl)cyclohexene~|~3-methylene-6-(1-methylethyl)-cyclohexene,136.125,3.61236,3.94385,284.33361,0.0,0,0,,NONPOLAR,OK
"1,1-diethylcyclohexane",140.157,4.6805,3.67948,248.58161,0.0,0,0,,NONPOLAR,OK
alpha-phellandrene,136.125,3.65094,3.9279,281.46315,0.0,0,0,,NONPOLAR,OK
p-tert-butylethylbenzene,162.141,4.04781,4.01048,286.77295,0.0,0,0,,NONPOLAR,OK
2-phenylbutene-1~|~2-phenyl-1-butene~|~(1-methylenepropyl)-benzene,132.094,4.42067,3.56046,260.31433,0.0,0,0,,NONPOLAR,OK
2-methyl-2-pentenal~|~(z)-2-methyl-2-pentenal,98.073,17.08586,1.98844,139.20819,0.0,1,0,,NONPOLAR,OK
tridecanal~|~1-tridecanal~|~n-tridecylaldehyde,198.198,11.20352,2.95402,197.98235,0.0,1,0,,NONPOLAR,OK
"l-menthol~|~dl-menthol~|~(1r,2s,5r)-(-)-2-isopropyl-5-methyl-cyclohexanol",156.151,3.80053,4.03284,294.34588,0.0,1,1,,ASSOCIATIVE,OK
"2-methyl-1,3-propanediol",90.068,1.53927,4.5,393.91842,0.0,2,2,,ASSOCIATIVE,sigma: higher
"2,2,4-trimethyl-1,3-pentanediol",146.131,2.5907,4.5,368.92117,0.0,2,2,,ASSOCIATIVE,sigma: higher
"cis-2-butene-1,4-diol",88.052,9.22413,2.04262,76.2363,0.0,2,2,,ASSOCIATIVE,OK
"dimethyl-1,4-cyclohexanedicarboxylate",200.105,3.21305,4.34672,375.90064,2.09,4,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-dodecanethiol~|~n-dodecyl mercaptan,202.176,4.77538,4.17666,291.3957,0.0,1,1,,ASSOCIATIVE,OK
"1,4-cyclohexanedimethanol~|~1,4-cyclohexanedimethanol, cis/trans mixture",144.115,3.33179,3.98245,330.70168,0.0,2,2,,ASSOCIATIVE,OK
dimethylaluminum chloride,91.997,4.24059,3.05769,235.98067,1.63,0,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
methanesulfonic acid,95.988,1.93225,3.76364,550.0,0.0,2,1,,ASSOCIATIVE,epsilon_k: higher
methyl chloroformate,93.982,2.69619,3.34083,260.80841,2.22,2,0,10.1021/acs.iecr.3c02255,DIPOLAR,OK
1-piperazineethanol~|~n-(2-hydroxyethyl)piperazine,130.111,2.96706,3.98397,353.41088,0.0,3,2,,ASSOCIATIVE,OK
dichlorophenylphosphine sulfide,209.923,9.36117,2.78198,214.32883,0.0,1,0,,NONPOLAR,OK
3-ethyloxy-propylamine,103.1,1.91803,4.29639,177.66214,0.0,2,1,,ASSOCIATIVE,OK
4-(2-hydroxyethyl)morpholine~|~4-(2-hxdroxyethyl)morpholine,131.095,2.27045,4.34494,415.12607,0.0,3,1,,ASSOCIATIVE,kappa_ab: lower
triethyleneglycolbis(2-ethylhexanoate)~|~triethylene glycol di-(2-ethylhexanoate),402.298,14.59692,3.40083,215.22598,0.0,6,0,,NONPOLAR,OK
"gamma-nonalactone~|~2(3h)-furanone, dihydro-5-pentyl-",156.115,4.52819,3.71779,311.46748,0.0,2,0,,NONPOLAR,OK
"neohexanoic acid~|~2,2-dimethylbutyric acid~|~2,2-dimethylbutanoic acid",116.084,5.134,3.23328,233.85561,0.0,1,1,,ASSOCIATIVE,OK
"1,4-pentanediol",104.084,5.30245,3.07632,264.16927,0.0,2,2,,ASSOCIATIVE,kappa_ab: lower
"2,3-dichloro-1,1,1-trifluoropropane~|~1,2-dichloro-3,3,3-trifluoropropane",165.956,1.68755,4.48583,341.32055,0.0,0,0,,NONPOLAR,OK
methyl-erucate~|~methyl erucate,352.334,10.98621,3.72906,243.26602,0.0,2,0,,NONPOLAR,OK
1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,391.01,4.48934,4.5,550.0,0.0,5,0,,NONPOLAR,"sigma: higher, epsilon_k: higher"
3-methyl-4-heptanol,130.136,5.13816,3.45699,212.23137,0.0,1,1,,ASSOCIATIVE,kappa_ab: higher
osmium tetroxide,255.941,2.1234,3.38476,378.59057,0.0,0,0,,NONPOLAR,OK
(-)-menthone,154.136,3.96459,3.9266,289.85394,0.0,1,0,,NONPOLAR,OK
methyl-4-formylbenzoate~|~methyl 4-formylbenzoate~|~terephthalaldehydic acid methyl ester,164.047,4.83835,3.42934,301.80829,0.0,3,0,,NONPOLAR,OK
"nonafluorobutyl ethyl ether~|~1-ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",264.02,4.51732,3.68314,192.01117,0.0,1,0,,NONPOLAR,OK
"perfluoro-1,3-butadiene~|~hexafluoro-1,3-butadiene",161.99,4.05667,3.15239,167.30802,0.0,0,0,,NONPOLAR,OK
methyl phenyl carbonate,152.047,3.91714,3.62479,302.94046,0.0,3,0,,NONPOLAR,OK
"gamma-caprolactone~|~2(3h)-furanone, 5-ethyldihydro-",114.068,3.06715,3.74185,358.45463,0.0,2,0,,NONPOLAR,OK
"1,2,4,5-tetraisopropylbenzene~|~1,2,4,5-tetrakis(1-methylethyl)benzene",246.235,6.20828,3.98815,249.77819,0.0,0,0,,NONPOLAR,OK
"1,2-butylenecarbonate",116.047,3.33303,3.53941,365.23054,0.0,3,0,,NONPOLAR,OK
"menthol~|~dl-(1r,2s,5r)-rel-5-methyl-2-(1-methylethyl)cyclohexanol",156.151,4.67462,3.74069,272.65817,0.0,1,1,,ASSOCIATIVE,kappa_ab: lower
"2-butyl-2-ethyl-1,3-propanediol",160.146,4.04372,3.82803,157.96277,0.0,2,2,,ASSOCIATIVE,OK
"1,9-decadiene",138.141,4.91623,3.67236,234.35031,0.0,0,0,,NONPOLAR,OK
"n,n-diethylpropane-1,3-diamine~|~n,n-diethyl-1,3-diaminopropane",130.147,2.51676,4.5,335.01997,0.0,2,1,,ASSOCIATIVE,sigma: higher
1-dimethylamino-2-propanol,103.1,3.44703,3.62024,262.8723,0.0,2,1,,ASSOCIATIVE,kappa_ab: lower
vinyltrimethoxysilane,148.056,4.65962,3.48889,220.17956,0.0,3,0,,NONPOLAR,OK
3-methyl-1-heptanol,130.136,5.83861,3.31916,213.85234,0.0,1,1,,ASSOCIATIVE,kappa_ab: higher
2-methylhexanoic acid,130.099,5.73449,2.85689,96.27318,0.0,1,1,,ASSOCIATIVE,OK
ethyl levulinate~|~4-oxo-pentanoic acid ethyl ester,144.079,4.58228,3.50871,273.93752,0.0,3,0,,NONPOLAR,OK
"1,3,5-tris(3,3,3-trifluoropropyl)-1,3,5-trimethylcyclotrisiloxane",468.065,9.67999,3.693,195.63639,0.0,3,0,,NONPOLAR,OK
1h-perfluorooctane~|~1h-perfluoro-n-octane,419.981,5.59176,3.76477,190.9998,0.0,0,0,,NONPOLAR,OK
"1h,8h-perfluorooctane~|~1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-hexadecafluorooctane",401.99,5.44332,3.76792,202.8528,0.0,0,0,,NONPOLAR,OK
"syringol~|~2,6-dimethoxyphenol",154.063,2.2492,4.44988,399.51861,0.0,3,1,,ASSOCIATIVE,OK
"1,1,1-trifluoro-2-(1,1,2-trifluoroethoxy) ethane",182.017,4.86075,3.17084,184.94086,0.0,1,0,,NONPOLAR,OK
